property1,section,ticket,type,price,lat,lon
Clumber Park,Admission,1 adult and up to 3 children,Standard,£6.00,53.2691,-1.06568
Clumber Park,Admission,Group Adult,Gift aid,N/A,53.2691,-1.06568
Clumber Park,Admission,Group Adult,Standard,£3.50,53.2691,-1.06568
Clumber Park,Admission,Group Child,Gift aid,N/A,53.2691,-1.06568
Clumber Park,Admission,Group Child,Standard,£1.75,53.2691,-1.06568
Trengwainton Garden,Whole property,Adult,Gift aid,£9.50,50.127899,-5.5695
Trengwainton Garden,Whole property,Adult,Standard,£8.60,50.127899,-5.5695
Trengwainton Garden,Whole property,Child,Gift aid,£4.80,50.127899,-5.5695
Trengwainton Garden,Whole property,Child,Standard,£4.30,50.127899,-5.5695
Trengwainton Garden,Whole property,Family,Gift aid,£23.70,50.127899,-5.5695
Trengwainton Garden,Whole property,Family,Standard,£21.50,50.127899,-5.5695
Trengwainton Garden,Whole property,"1 adult, 3 children",Gift aid,£14.20,50.127899,-5.5695
Trengwainton Garden,Whole property,"1 adult, 3 children",Standard,£12.90,50.127899,-5.5695
Trengwainton Garden,Whole property,Group Adult,Gift aid,N/A,50.127899,-5.5695
Trengwainton Garden,Whole property,Group Adult,Standard,£8.00,50.127899,-5.5695
Trengwainton Garden,Whole property,Group Child,Gift aid,N/A,50.127899,-5.5695
Trengwainton Garden,Whole property,Group Child,Standard,£4.00,50.127899,-5.5695
The Kymin,Round House,Adult,Gift aid,N/A,51.809101,-2.68323
The Kymin,Round House,Adult,Standard,£3.00,51.809101,-2.68323
The Kymin,Round House,Child,Gift aid,N/A,51.809101,-2.68323
The Kymin,Round House,Child,Standard,£1.50,51.809101,-2.68323
The Kymin,Round House,Family,Gift aid,N/A,51.809101,-2.68323
The Kymin,Round House,Family,Standard,£6.75,51.809101,-2.68323
The Kymin,Round House,Group Adult,Gift aid,N/A,51.809101,-2.68323
The Kymin,Round House,Group Adult,Standard,£2.00,51.809101,-2.68323
The Kymin,Round House,Group Child,Gift aid,N/A,51.809101,-2.68323
The Kymin,Round House,Group Child,Standard,£1.00,51.809101,-2.68323
St John's Jerusalem,Whole property,Adult,Gift aid,N/A,51.4095,0.24053
St John's Jerusalem,Whole property,Adult,Standard,£2.50,51.4095,0.24053
St John's Jerusalem,Whole property,Child,Gift aid,N/A,51.4095,0.24053
St John's Jerusalem,Whole property,Child,Standard,£1.50,51.4095,0.24053
St John's Jerusalem,Whole property,Family,Gift aid,N/A,51.4095,0.24053
St John's Jerusalem,Whole property,Family,Standard,£6.00,51.4095,0.24053
Killerton,Whole property,Adult,Gift aid,£12.80,50.792,-3.4565
Killerton,Whole property,Adult,Standard,£11.60,50.792,-3.4565
Killerton,Whole property,Child,Gift aid,£6.40,50.792,-3.4565
Killerton,Whole property,Child,Standard,£5.80,50.792,-3.4565
Killerton,Whole property,Family,Gift aid,£31.90,50.792,-3.4565
Killerton,Whole property,Family,Standard,£29.00,50.792,-3.4565
Killerton,Whole property,1 Adult Family,Gift aid,£19.20,50.792,-3.4565
Killerton,Whole property,1 Adult Family,Standard,£17.40,50.792,-3.4565
Killerton,Whole property,Group Adult,Gift aid,N/A,50.792,-3.4565
Killerton,Whole property,Group Adult,Standard,£10.80,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Adult,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Adult,Standard,£5.80,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Child,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Child,Standard,£2.90,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Family,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Family,Standard,£14.50,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",1 adult,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",1 adult,Standard,£8.70,50.792,-3.4565
Mount Stewart,Whole property,Adult,Gift aid,£10.50,54.551498,-5.60127
Mount Stewart,Whole property,Adult,Standard,£9.54,54.551498,-5.60127
Mount Stewart,Whole property,Child,Gift aid,£5.25,54.551498,-5.60127
Mount Stewart,Whole property,Child,Standard,£4.77,54.551498,-5.60127
Mount Stewart,Whole property,Family,Gift aid,£26.25,54.551498,-5.60127
Mount Stewart,Whole property,Family,Standard,£23.85,54.551498,-5.60127
Plas yn Rhiw,Whole property,Adult,Gift aid,N/A,52.823399,-4.616
Plas yn Rhiw,Whole property,Adult,Standard,£6.20,52.823399,-4.616
Plas yn Rhiw,Whole property,Child,Gift aid,N/A,52.823399,-4.616
Plas yn Rhiw,Whole property,Child,Standard,£3.10,52.823399,-4.616
Plas yn Rhiw,Whole property,Family,Gift aid,N/A,52.823399,-4.616
Plas yn Rhiw,Whole property,Family,Standard,£15.00,52.823399,-4.616
Plas yn Rhiw,Whole property,Group Adult,Gift aid,N/A,52.823399,-4.616
Plas yn Rhiw,Whole property,Group Adult,Standard,£5.30,52.823399,-4.616
Mompesson House,Whole property,Adult,Gift aid,£7.70,51.0662,-1.79679
Mompesson House,Whole property,Adult,Standard,£6.80,51.0662,-1.79679
Mompesson House,Whole property,Child,Gift aid,£3.85,51.0662,-1.79679
Mompesson House,Whole property,Child,Standard,£3.40,51.0662,-1.79679
Mompesson House,Whole property,Family,Gift aid,£19.25,51.0662,-1.79679
Mompesson House,Whole property,Family,Standard,£17.00,51.0662,-1.79679
Mompesson House,Whole property,Group Adult,Gift aid,N/A,51.0662,-1.79679
Mompesson House,Whole property,Group Adult,Standard,£6.70,51.0662,-1.79679
Mompesson House,Garden only,Adult,Gift aid,N/A,51.0662,-1.79679
Mompesson House,Garden only,Adult,Standard,£1.00,51.0662,-1.79679
Standen House and Garden,Whole property,Adult,Gift aid,£13.20,51.103506,-0.01664
Standen House and Garden,Whole property,Adult,Standard,£12.00,51.103506,-0.01664
Standen House and Garden,Whole property,Child,Gift aid,£6.60,51.103506,-0.01664
Standen House and Garden,Whole property,Child,Standard,£6.00,51.103506,-0.01664
Standen House and Garden,Whole property,Family,Gift aid,£33.00,51.103506,-0.01664
Standen House and Garden,Whole property,Family,Standard,£30.00,51.103506,-0.01664
Standen House and Garden,Whole property,Group Adult,Gift aid,N/A,51.103506,-0.01664
Standen House and Garden,Whole property,Group Adult,Standard,£10.50,51.103506,-0.01664
Corfe Castle,Off peak,Adult,Gift aid,£10.50,50.637901,-2.05654
Corfe Castle,Off peak,Adult,Standard,£9.50,50.637901,-2.05654
Corfe Castle,Off peak,Child,Gift aid,£5.30,50.637901,-2.05654
Corfe Castle,Off peak,Child,Standard,£4.75,50.637901,-2.05654
Corfe Castle,Off peak,Family,Gift aid,£26.20,50.637901,-2.05654
Corfe Castle,Off peak,Family,Standard,£23.75,50.637901,-2.05654
Corfe Castle,Off peak,One adult and up to three children,Gift aid,£15.70,50.637901,-2.05654
Corfe Castle,Off peak,One adult and up to three children,Standard,£14.25,50.637901,-2.05654
Corfe Castle,Off peak,Group Adult,Gift aid,N/A,50.637901,-2.05654
Corfe Castle,Off peak,Group Adult,Standard,£8.50,50.637901,-2.05654
Corfe Castle,Off peak,Group Child,Gift aid,N/A,50.637901,-2.05654
Corfe Castle,Off peak,Group Child,Standard,£4.20,50.637901,-2.05654
Corfe Castle,Peak,Adult,Gift aid,£11.50,50.637901,-2.05654
Corfe Castle,Peak,Adult,Standard,£10.40,50.637901,-2.05654
Corfe Castle,Peak,Child,Gift aid,£5.80,50.637901,-2.05654
Corfe Castle,Peak,Child,Standard,£5.20,50.637901,-2.05654
Corfe Castle,Peak,Family,Gift aid,£28.60,50.637901,-2.05654
Corfe Castle,Peak,Family,Standard,£26.00,50.637901,-2.05654
Corfe Castle,Peak,One adult and up to three children,Gift aid,£17.20,50.637901,-2.05654
Corfe Castle,Peak,One adult and up to three children,Standard,£15.60,50.637901,-2.05654
Corfe Castle,Peak,Group Adult,Gift aid,N/A,50.637901,-2.05654
Corfe Castle,Peak,Group Adult,Standard,£9.30,50.637901,-2.05654
Corfe Castle,Peak,Group Child,Gift aid,N/A,50.637901,-2.05654
Corfe Castle,Peak,Group Child,Standard,£4.60,50.637901,-2.05654
Uppark House and Garden,Whole Property,Adult,Gift aid,£12.10,50.952702,-0.88896
Uppark House and Garden,Whole Property,Adult,Standard,£11.00,50.952702,-0.88896
Uppark House and Garden,Whole Property,Child,Gift aid,£6.05,50.952702,-0.88896
Uppark House and Garden,Whole Property,Child,Standard,£5.50,50.952702,-0.88896
Uppark House and Garden,Whole Property,Family,Gift aid,£30.25,50.952702,-0.88896
Uppark House and Garden,Whole Property,Family,Standard,£27.50,50.952702,-0.88896
Uppark House and Garden,Whole Property,Group Adult,Gift aid,N/A,50.952702,-0.88896
Uppark House and Garden,Whole Property,Group Adult,Standard,£9.50,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Adult,Gift aid,£9.90,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Adult,Standard,£9.00,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Child,Gift aid,£4.95,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Child,Standard,£4.50,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Group Adult,Gift aid,N/A,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Group Adult,Standard,£9.50,50.952702,-0.88896
Baddesley Clinton,General Admission,Adult,Gift aid,£12.60,52.343832,-1.7084634
Baddesley Clinton,General Admission,Adult,Standard,£11.45,52.343832,-1.7084634
Baddesley Clinton,General Admission,Child,Gift aid,£6.30,52.343832,-1.7084634
Baddesley Clinton,General Admission,Child,Standard,£5.70,52.343832,-1.7084634
Baddesley Clinton,General Admission,Family,Gift aid,£31.50,52.343832,-1.7084634
Baddesley Clinton,General Admission,Family,Standard,£28.60,52.343832,-1.7084634
Baddesley Clinton,General Admission,Group Adult,Gift aid,N/A,52.343832,-1.7084634
Baddesley Clinton,General Admission,Group Adult,Standard,£10.00,52.343832,-1.7084634
Quarry Bank,Whole property,Adult,Gift aid,£13.00,53.3461,-2.2487
Quarry Bank,Whole property,Adult,Standard,£11.70,53.3461,-2.2487
Quarry Bank,Whole property,Child,Gift aid,£6.50,53.3461,-2.2487
Quarry Bank,Whole property,Child,Standard,£5.85,53.3461,-2.2487
Quarry Bank,Whole property,Family,Gift aid,£32.50,53.3461,-2.2487
Quarry Bank,Whole property,Family,Standard,£29.25,53.3461,-2.2487
Coleton Fishacre,Whole property,Adult,Gift aid,£12.80,50.345299,-3.53439
Coleton Fishacre,Whole property,Adult,Standard,£11.60,50.345299,-3.53439
Coleton Fishacre,Whole property,Child,Gift aid,£6.40,50.345299,-3.53439
Coleton Fishacre,Whole property,Child,Standard,£5.80,50.345299,-3.53439
Coleton Fishacre,Whole property,Family,Gift aid,£31.90,50.345299,-3.53439
Coleton Fishacre,Whole property,Family,Standard,£29.00,50.345299,-3.53439
Coleton Fishacre,Whole property,"1 adult, 2 children",Gift aid,£19.20,50.345299,-3.53439
Coleton Fishacre,Whole property,"1 adult, 2 children",Standard,£17.40,50.345299,-3.53439
Coleton Fishacre,Whole property,Group Adult,Gift aid,N/A,50.345299,-3.53439
Coleton Fishacre,Whole property,Group Adult,Standard,£10.80,50.345299,-3.53439
Coleton Fishacre,Whole property,Group Child,Gift aid,N/A,50.345299,-3.53439
Coleton Fishacre,Whole property,Group Child,Standard,£5.40,50.345299,-3.53439
Rowallane Garden,Whole property,Adult,Gift aid,£7.00,54.447102,-5.82684
Rowallane Garden,Whole property,Adult,Standard,£6.36,54.447102,-5.82684
Rowallane Garden,Whole property,Child,Gift aid,£3.50,54.447102,-5.82684
Rowallane Garden,Whole property,Child,Standard,£3.18,54.447102,-5.82684
Rowallane Garden,Whole property,Family,Gift aid,£17.50,54.447102,-5.82684
Rowallane Garden,Whole property,Family,Standard,£15.90,54.447102,-5.82684
Rowallane Garden,Whole property,Group Adult,Gift aid,N/A,54.447102,-5.82684
Rowallane Garden,Whole property,Group Adult,Standard,£7.50,54.447102,-5.82684
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Gift aid,£16.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Standard,£15.00,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Gift aid,£8.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Standard,£7.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Gift aid,£41.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Standard,£37.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Standard,£14.20,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Standard,£7.10,54.1096,-1.58033
Greys Court,Whole property,Adult,Gift aid,£13.00,51.5452,-0.95151
Greys Court,Whole property,Adult,Standard,£11.70,51.5452,-0.95151
Greys Court,Whole property,Child,Gift aid,£6.50,51.5452,-0.95151
Greys Court,Whole property,Child,Standard,£5.85,51.5452,-0.95151
Greys Court,Whole property,Family,Gift aid,£33.00,51.5452,-0.95151
Greys Court,Whole property,Family,Standard,£29.70,51.5452,-0.95151
Greys Court,Whole property,Group Adult,Gift aid,N/A,51.5452,-0.95151
Greys Court,Whole property,Group Adult,Standard,£10.40,51.5452,-0.95151
Cotehele,"House, garden and mill",Adult,Gift aid,£12.80,50.494301,-4.22487
Cotehele,"House, garden and mill",Adult,Standard,£11.60,50.494301,-4.22487
Cotehele,"House, garden and mill",Child,Gift aid,£6.40,50.494301,-4.22487
Cotehele,"House, garden and mill",Child,Standard,£5.80,50.494301,-4.22487
Cotehele,"House, garden and mill",Family,Gift aid,£32.00,50.494301,-4.22487
Cotehele,"House, garden and mill",Family,Standard,£29.00,50.494301,-4.22487
Cotehele,"House, garden and mill","Family (1 adult, 3 children)",Gift aid,£19.20,50.494301,-4.22487
Cotehele,"House, garden and mill","Family (1 adult, 3 children)",Standard,£17.40,50.494301,-4.22487
Cotehele,"House, garden and mill",Group Adult,Gift aid,N/A,50.494301,-4.22487
Cotehele,"House, garden and mill",Group Adult,Standard,£10.80,50.494301,-4.22487
Cotehele,"House, garden and mill",Group Child,Gift aid,N/A,50.494301,-4.22487
Cotehele,"House, garden and mill",Group Child,Standard,£5.40,50.494301,-4.22487
Cotehele,Car park,Vehicle,Gift aid,N/A,50.494301,-4.22487
Cotehele,Car park,Vehicle,Standard,£3.00,50.494301,-4.22487
Porth y Swnt,Whole property,Adult,Gift aid,N/A,52.804818,-4.7116944
Porth y Swnt,Whole property,Adult,Standard,£2.00,52.804818,-4.7116944
Porth y Swnt,Whole property,Child,Gift aid,N/A,52.804818,-4.7116944
Porth y Swnt,Whole property,Child,Standard,£1.00,52.804818,-4.7116944
"Speke Hall, Garden and Estate",Whole property,Adult,Gift aid,£13.00,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Adult,Standard,£11.70,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Child,Gift aid,£6.50,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Child,Standard,£5.85,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Family,Gift aid,£32.50,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Family,Standard,£29.25,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Group Adult,Gift aid,N/A,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Group Adult,Standard,£10.00,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Group Child,Gift aid,N/A,53.336498,-2.87353
"Speke Hall, Garden and Estate",Whole property,Group Child,Standard,£5.00,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Adult,Gift aid,£9.00,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Adult,Standard,£8.10,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Child,Gift aid,£4.50,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Child,Standard,£4.05,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Family,Gift aid,£22.50,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Family,Standard,£20.25,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Group Adult,Gift aid,N/A,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Group Adult,Standard,£7.50,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Group Child,Gift aid,N/A,53.336498,-2.87353
"Speke Hall, Garden and Estate",Grounds only,Group Child,Standard,£3.75,53.336498,-2.87353
Clandon Park,Whole property,Adult,Gift aid,£8.00,51.253399,-0.50805
Clandon Park,Whole property,Adult,Standard,£7.20,51.253399,-0.50805
Clandon Park,Whole property,Child,Gift aid,£4.00,51.253399,-0.50805
Clandon Park,Whole property,Child,Standard,£3.60,51.253399,-0.50805
Clandon Park,Whole property,Family,Gift aid,£20.00,51.253399,-0.50805
Clandon Park,Whole property,Family,Standard,£18.00,51.253399,-0.50805
Clandon Park,Garden,Adult,Gift aid,£5.00,51.253399,-0.50805
Clandon Park,Garden,Adult,Standard,£4.50,51.253399,-0.50805
Clandon Park,Garden,Child,Gift aid,£2.50,51.253399,-0.50805
Clandon Park,Garden,Child,Standard,£2.25,51.253399,-0.50805
Clandon Park,Garden,Family,Gift aid,£12.50,51.253399,-0.50805
Clandon Park,Garden,Family,Standard,£11.25,51.253399,-0.50805
Nunnington Hall,Whole property,Adult,Gift aid,£10.75,54.204601,-0.97233
Nunnington Hall,Whole property,Adult,Standard,£9.35,54.204601,-0.97233
Nunnington Hall,Whole property,Child,Gift aid,£5.50,54.204601,-0.97233
Nunnington Hall,Whole property,Child,Standard,£4.95,54.204601,-0.97233
Nunnington Hall,Whole property,Family,Gift aid,£26.95,54.204601,-0.97233
Nunnington Hall,Whole property,Family,Standard,£23.65,54.204601,-0.97233
Nunnington Hall,Whole property,Group Adult,Gift aid,N/A,54.204601,-0.97233
Nunnington Hall,Whole property,Group Adult,Standard,£7.50,54.204601,-0.97233
Hardwick,Garden only,Adult,Gift aid,£7.70,53.167801,-1.30813
Hardwick,Garden only,Adult,Standard,£7.00,53.167801,-1.30813
Hardwick,Garden only,Child,Gift aid,£3.90,53.167801,-1.30813
Hardwick,Garden only,Child,Standard,£3.54,53.167801,-1.30813
Hardwick,Garden only,Family,Gift aid,£19.30,53.167801,-1.30813
Hardwick,Garden only,Family,Standard,£17.50,53.167801,-1.30813
Hardwick,House and Garden,Adult,Gift aid,£15.40,53.167801,-1.30813
Hardwick,House and Garden,Adult,Standard,£13.95,53.167801,-1.30813
Hardwick,House and Garden,Child,Gift aid,£7.70,53.167801,-1.30813
Hardwick,House and Garden,Child,Standard,£7.00,53.167801,-1.30813
Hardwick,House and Garden,Family,Gift aid,£38.50,53.167801,-1.30813
Hardwick,House and Garden,Family,Standard,£34.90,53.167801,-1.30813
Hardwick,House and Garden,Group Adult,Gift aid,N/A,53.167801,-1.30813
Hardwick,House and Garden,Group Adult,Standard,£13.25,53.167801,-1.30813
Hardwick,House and Garden Christmas,Adult,Gift aid,£13.00,53.167801,-1.30813
Hardwick,House and Garden Christmas,Adult,Standard,£11.80,53.167801,-1.30813
Hardwick,House and Garden Christmas,Child,Gift aid,£6.50,53.167801,-1.30813
Hardwick,House and Garden Christmas,Child,Standard,£5.90,53.167801,-1.30813
